RUN,EXP,TRTNUM,ROTNUM,REPNO,YEAR,DOY,DAS,PRED,CPRED,DAYLD,TWLD,SRAD,PARD,CLDD,TMXD,TMND,TAVD,TDYD,TDWD,TGAD,TGRD,WDSD,CO2D,VPDF,VPD
1,TEST01MZ,1,0,1,2001,214,101,0.500000000,789.700195,13.4520092,14.4870338,23.1000004,46.2000008,0.260250747,35.5999985,23.1000004,29.3471584,31.6006699,23.1000004,29.3471584,31.6006699,86.4000015,370.980011,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,215,102,1.60000002,791.300171,13.4284163,14.4615316,21.7999992,43.5999985,0.300070763,35.2000008,22.6000004,28.8928852,31.1615028,22.6000004,28.8928852,31.1615028,86.4000015,370.980011,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,216,103,0.200000003,791.500183,13.4044514,14.4356470,17.7000008,35.4000015,0.430193424,35.2000008,21.2000008,28.1872940,30.7046528,21.2000008,28.1872940,30.7046528,86.4000015,370.980011,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,217,104,0.00000000,791.500183,13.3801260,14.4093895,28.0000000,56.0000000,0.961418152E-1,33.0999985,20.2000008,26.6337986,28.9502277,20.2000008,26.6337986,28.9502277,86.4000015,370.980011,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,218,105,0.00000000,791.500183,13.3554487,14.3827744,27.7999992,55.5999985,0.100073755,34.2999992,19.3999996,26.8260117,29.4978771,19.3999996,26.8260117,29.4978771,86.4000015,370.980011,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,219,106,6.30000019,797.800171,13.3304300,14.3558130,19.5000000,39.0000000,0.366934299,34.0999985,22.7999992,28.4277554,30.4512005,22.7999992,28.4277554,30.4512005,86.4000015,370.980011,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,220,107,4.90000010,802.700195,13.3050795,14.3285189,21.7000008,43.4000015,0.293424785,34.7999992,23.2000008,28.9729404,31.0470963,23.2000008,28.9729404,31.0470963,86.4000015,370.980011,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,221,108,0.00000000,802.700195,13.2794075,14.3009024,24.1000004,48.2000008,0.212894976,36.5999985,22.3999996,29.4616337,31.9969349,22.3999996,29.4616337,31.9969349,86.4000015,370.980011,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,222,109,0.00000000,802.700195,13.2534237,14.2729769,23.2000008,46.4000015,0.239929974,36.4000015,23.0000000,29.6587887,32.0476341,23.0000000,29.6587887,32.0476341,86.4000015,370.980011,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,223,110,0.00000000,802.700195,13.2271385,14.2447557,22.7999992,45.5999985,0.250652134,37.5000000,24.1000004,30.7537136,33.1388741,24.1000004,30.7537136,33.1388741,86.4000015,370.980011,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,224,111,0.00000000,802.700195,13.2005596,14.2162495,23.7000008,47.4000015,0.218527794,37.2999992,23.5000000,30.3470364,32.7995300,23.5000000,30.3470364,32.7995300,86.4000015,370.980011,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,225,112,0.00000000,802.700195,13.1736975,14.1874714,23.7999992,47.5999985,0.212605715,37.9000015,23.5000000,30.6391525,33.1941566,23.5000000,30.6391525,33.1941566,86.4000015,370.980011,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,226,113,0.00000000,802.700195,13.1465616,14.1584311,24.2000008,48.4000015,0.196631730,38.0999985,23.2999992,30.6316528,33.2533264,23.2999992,30.6316528,33.2533264,86.4000015,370.980011,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,227,114,0.00000000,802.700195,13.1191607,14.1291418,23.8999996,47.7999992,0.203812778,38.2999992,23.2999992,30.7247772,33.3774414,23.2999992,30.7247772,33.3774414,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,228,115,0.100000001,802.800171,13.0915051,14.0996141,22.8999996,45.7999992,0.234394312,37.5999985,23.8999996,30.6758022,33.0944443,23.8999996,30.6758022,33.0944443,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,229,116,0.00000000,802.800171,13.0636024,14.0698586,24.0000000,48.0000000,0.194681048,38.5000000,23.7999992,31.0644302,33.6551170,23.7999992,31.0644302,33.6551170,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,230,117,0.00000000,802.800171,13.0354614,14.0398874,23.7000008,47.4000015,0.201772511,38.5999985,23.7000008,31.0571651,33.6784630,23.7000008,31.0571651,33.6784630,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,231,118,0.00000000,802.800171,13.0070915,14.0097113,23.0000000,46.0000000,0.222388208,38.7999992,24.0000000,31.3016758,33.9006996,24.0000000,31.3016758,33.9006996,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,232,119,0.00000000,802.800171,12.9785023,13.9793396,23.7999992,47.5999985,0.192200243,40.0000000,24.7000008,32.2419815,34.9238853,24.7000008,32.2419815,34.9238853,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,233,120,0.00000000,802.800171,12.9497004,13.9487829,21.7000008,43.4000015,0.260541797,39.5000000,25.2000008,32.2430153,34.7449799,25.2000008,32.2430153,34.7449799,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,234,121,0.00000000,802.800171,12.9206944,13.9180527,24.2999992,48.5999985,0.168575525,36.7999992,22.2999992,29.4353657,31.9675179,22.2999992,29.4353657,31.9675179,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,235,122,0.00000000,802.800171,12.8914928,13.8871584,21.2000008,42.4000015,0.271632195,35.2999992,21.1000004,28.0816593,30.5566502,21.1000004,28.0816593,30.5566502,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,236,123,4.40000010,807.200195,12.8621044,13.8561087,6.59999990,13.1999998,0.772284389,35.4000015,22.0000000,28.5825405,30.9135323,22.0000000,28.5825405,30.9135323,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,237,124,2.59999990,809.800171,12.8325357,13.8249149,13.1000004,26.2000008,0.546068490,31.8999996,21.0000000,26.3497105,28.2420521,21.0000000,26.3497105,28.2420521,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,238,125,0.00000000,809.800171,12.8027954,13.7935848,23.6000004,47.2000008,0.178632855,37.0999985,19.7000008,28.2322769,31.2469807,19.7000008,28.2322769,31.2469807,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,239,126,0.00000000,809.800171,12.7728910,13.7621288,22.6000004,45.2000008,0.209910691,37.5999985,20.8999996,29.0816479,31.9691467,20.8999996,29.0816479,31.9691467,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,240,127,0.00000000,809.800171,12.7428303,13.7305555,13.3999996,26.7999992,0.529400766,37.0000000,23.5000000,30.1078949,32.4372482,23.5000000,30.1078949,32.4372482,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,241,128,21.7999992,831.600159,12.7126207,13.6988735,9.60000038,19.2000008,0.661286235,31.7999992,25.2000008,28.4275684,29.5639610,25.2000008,28.4275684,29.5639610,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,242,129,19.2999992,850.900146,12.6822681,13.6670914,15.6000004,31.2000008,0.446983695,33.4000015,24.7000008,28.9505997,30.4453621,24.7000008,28.9505997,30.4453621,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,243,130,1.79999995,852.700134,12.6517811,13.6352186,20.7999992,41.5999985,0.259091020,35.7000008,24.0000000,29.7110062,31.7168465,24.0000000,29.7110062,31.7168465,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,244,131,10.1000004,862.800110,12.6211672,13.6032619,15.0000000,30.0000000,0.463070154,34.9000015,25.1000004,29.8790951,31.5555000,25.1000004,29.8790951,31.5555000,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,245,132,11.1999998,874.000122,12.5904312,13.5712318,15.1000004,30.2000008,0.456793904,33.7999992,25.2999992,29.4412231,30.8920002,25.2999992,29.4412231,30.8920002,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,246,133,14.3999996,888.400146,12.5595818,13.5391331,14.6000004,29.2000008,0.472115874,34.0000000,24.3999996,29.0727062,30.7075233,24.3999996,29.0727062,30.7075233,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,247,134,4.50000000,892.900146,12.5286245,13.5069761,19.2000008,38.4000015,0.302215040,35.0999985,24.7000008,29.7572498,31.5242443,24.7000008,29.7572498,31.5242443,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,248,135,0.600000024,893.500122,12.4975672,13.4747667,18.7000008,37.4000015,0.316823006,34.0999985,22.6000004,28.1867676,30.1361160,22.6000004,28.1867676,30.1361160,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,249,136,2.50000000,896.000122,12.4664164,13.4425125,19.2999992,38.5999985,0.291146398,33.7999992,22.2999992,27.8813534,29.8261147,22.2999992,27.8813534,29.8261147,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,250,137,2.70000005,898.700134,12.4351768,13.4102221,19.7999992,39.5999985,0.268846333,33.0000000,21.3999996,27.0243912,28.9813957,21.3999996,27.0243912,28.9813957,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,251,138,0.00000000,898.700134,12.4038563,13.3779020,15.8999996,31.7999992,0.409634233,33.0000000,22.7999992,27.7407284,29.4573898,22.7999992,27.7407284,29.4573898,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,252,139,1.50000000,900.200134,12.3724613,13.3455582,19.2999992,38.5999985,0.279393435,34.4000015,21.7999992,27.8972321,30.0126324,21.7999992,27.8972321,30.0126324,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,253,140,7.00000000,907.200134,12.3409958,13.3132000,17.5000000,35.0000000,0.342899323,33.4000015,23.6000004,28.3375778,29.9788284,23.6000004,28.3375778,29.9788284,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,254,141,1.29999995,908.500122,12.3094702,13.2808313,19.7999992,39.5999985,0.252264678,34.4000015,22.8999996,28.4538498,30.3749905,22.8999996,28.4538498,30.3749905,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,255,142,1.50000000,910.000122,12.2778854,13.2484608,17.0000000,34.0000000,0.354262114,34.2999992,23.2000008,28.5552883,30.4049110,23.2000008,28.5552883,30.4049110,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,256,143,10.5000000,920.500122,12.2462511,13.2160931,12.1999998,24.3999996,0.533848107,34.7000008,19.0000000,26.5669403,29.1763897,19.0000000,26.5669403,29.1763897,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,257,144,0.00000000,920.500122,12.2145710,13.1837358,23.6000004,47.2000008,0.928580761E-1,28.2999992,16.0000000,21.9222183,23.9612732,16.0000000,21.9222183,23.9612732,86.4000015,371.130005,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,258,145,0.00000000,920.500122,12.1828527,13.1513968,21.2000008,42.4000015,0.180158615,28.7000008,15.3000002,21.7452602,23.9608593,15.3000002,21.7452602,23.9608593,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,259,146,0.00000000,920.500122,12.1511002,13.1190786,23.7000008,47.4000015,0.778366923E-1,31.2999992,14.3000002,22.4684296,25.2718372,14.3000002,22.4684296,25.2718372,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,260,147,0.00000000,920.500122,12.1193228,13.0867901,22.3999996,44.7999992,0.122984350,31.7999992,16.5000000,23.8440037,26.3603306,16.5000000,23.8440037,26.3603306,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,261,148,0.00000000,920.500122,12.0875216,13.0545359,22.3999996,44.7999992,0.117445648,32.7999992,18.3999996,25.3048382,27.6667519,18.3999996,25.3048382,27.6667519,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,262,149,0.00000000,920.500122,12.0557060,13.0223227,22.2000008,44.4000015,0.119733036,34.0999985,18.0000000,25.7119579,28.3455086,18.0000000,25.7119579,28.3455086,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,263,150,0.00000000,920.500122,12.0238791,12.9901562,20.7000008,41.4000015,0.173899293,34.2000008,17.8999996,25.6995907,28.3585110,17.8999996,25.6995907,28.3585110,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,264,151,0.00000000,920.500122,11.9920492,12.9580412,16.6000004,33.2000008,0.333185732,33.2999992,19.0000000,25.8357868,28.7227955,19.0000000,25.8357868,28.7227955,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,265,152,0.00000000,920.500122,11.9602203,12.9259853,20.2000008,40.4000015,0.183201373,34.7000008,18.6000004,26.2898884,29.5338669,18.6000004,26.2898884,29.5338669,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,266,153,0.00000000,920.500122,11.9283981,12.8939924,19.7000008,39.4000015,0.198084414,36.2000008,19.2999992,27.3653240,30.7636795,19.2999992,27.3653240,30.7636795,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,267,154,0.00000000,920.500122,11.8965902,12.8620691,19.0000000,38.0000000,0.221343100,34.7999992,20.8999996,27.5281219,30.3175640,20.8999996,27.5281219,30.3175640,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,268,155,0.00000000,920.500122,11.8647995,12.8302202,15.6999998,31.3999996,0.352181494,32.0999985,20.6000004,26.0791531,28.3822460,20.6000004,26.0791531,28.3822460,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,269,156,0.100000001,920.600098,11.8330336,12.7984514,15.1999998,30.3999996,0.368477464,33.0999985,21.3999996,26.9698200,29.3081245,21.3999996,26.9698200,29.3081245,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,270,157,0.00000000,920.600098,11.8012972,12.7667694,20.0000000,40.0000000,0.163248360,35.0999985,19.6000004,26.9726925,30.0639820,19.6000004,26.9726925,30.0639820,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,271,158,0.00000000,920.600098,11.7695980,12.7351799,20.7000008,41.4000015,0.127857804,34.0999985,19.6000004,26.4912968,29.3770561,19.6000004,26.4912968,29.3770561,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,272,159,0.00000000,920.600098,11.7379398,12.7036848,19.2999992,38.5999985,0.181058288,34.2000008,17.2999992,25.3252392,28.6814823,17.2999992,25.3252392,28.6814823,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,273,160,8.60000038,929.200073,11.7063303,12.6722937,9.50000000,19.0000000,0.594000340,34.7000008,19.0000000,26.4491863,29.5604229,19.0000000,26.4491863,29.5604229,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,274,161,0.00000000,929.200073,11.6747732,12.6410103,16.7999992,33.5999985,0.276822627,34.0999985,16.7000008,24.9488983,28.3895454,16.7000008,24.9488983,28.3895454,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,275,162,0.00000000,929.200073,11.6432762,12.6098404,18.5000000,37.0000000,0.197829485,35.7000008,18.2999992,26.5420170,29.9751415,18.2999992,26.5420170,29.9751415,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,276,163,0.200000003,929.400085,11.6118469,12.5787878,15.5000000,31.0000000,0.322964609,34.7999992,20.0000000,27.0045986,29.9182911,20.0000000,27.0045986,29.9182911,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,277,164,1.70000005,931.100098,11.5804873,12.5478611,17.5000000,35.0000000,0.229935884,34.7999992,21.7999992,27.9475422,30.5011787,21.7999992,27.9475422,30.5011787,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,278,165,0.200000003,931.300110,11.5492067,12.5170631,16.8999996,33.7999992,0.250781953,34.5000000,20.8999996,27.3259048,29.9914112,20.8999996,27.3259048,29.9914112,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,279,166,0.00000000,931.300110,11.5180101,12.4863997,18.3999996,36.7999992,0.178146064,34.9000015,20.1000004,27.0870533,29.9812069,20.1000004,27.0870533,29.9812069,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,280,167,0.00000000,931.300110,11.4869051,12.4558783,14.3000002,28.6000004,0.356438994,33.4000015,19.7999992,26.2151661,28.8686142,19.7999992,26.2151661,28.8686142,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,281,168,0.00000000,931.300110,11.4558983,12.4255028,15.8999996,31.7999992,0.278978705,33.0999985,18.7999992,25.5397263,28.3233509,18.7999992,25.5397263,28.3233509,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,282,169,0.00000000,931.300110,11.4249935,12.3952799,18.1000004,36.2000008,0.172922134,34.0000000,18.3999996,25.7462864,28.7759686,18.3999996,25.7462864,28.7759686,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,283,170,0.00000000,931.300110,11.3942003,12.3652143,16.2000008,32.4000015,0.254035592,33.5999985,20.8999996,26.8756390,29.3363819,20.8999996,26.8756390,29.3363819,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,284,171,0.00000000,931.300110,11.3635244,12.3353109,12.1000004,24.2000008,0.438511372,33.5999985,20.2999992,26.5527325,29.1237125,20.2999992,26.5527325,29.1237125,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,285,172,0.100000001,931.400085,11.3329725,12.3055782,13.1999998,26.3999996,0.382697463,30.7000008,18.5000000,24.2308102,26.5836105,18.5000000,24.2308102,26.5836105,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,286,173,0.00000000,931.400085,11.3025522,12.2760191,15.1999998,30.3999996,0.283607543,34.7000008,19.3999996,26.5810165,29.5246887,19.3999996,26.5810165,29.5246887,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,287,174,0.00000000,931.400085,11.2722702,12.2466421,17.2999992,34.5999985,0.178229690,35.4000015,20.7999992,27.6467743,30.4490967,20.7999992,27.6467743,30.4490967,86.4000015,371.279999,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,288,175,0.00000000,931.400085,11.2421331,12.2174530,16.7999992,33.5999985,0.195691168,35.5000000,20.2999992,27.4222317,30.3327579,20.2999992,27.4222317,30.3327579,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,289,176,0.00000000,931.400085,11.2121496,12.1884546,13.3999996,26.7999992,0.353395820,34.2000008,21.3999996,27.3927002,29.8377914,21.3999996,27.3927002,29.8377914,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,290,177,54.2000008,985.600098,11.1823254,12.1596565,6.69999981,13.3999996,0.674134672,33.5999985,19.2999992,25.9894333,28.7144756,19.2999992,25.9894333,28.7144756,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,291,178,0.00000000,985.600098,11.1526699,12.1310625,14.1000004,28.2000008,0.308773816,28.5000000,16.2000008,21.9491024,24.2873554,16.2000008,21.9491024,24.2873554,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,292,179,0.500000000,986.100098,11.1231909,12.1026802,10.3000002,20.6000004,0.491041243,31.1000004,19.0000000,24.6509647,26.9456196,19.0000000,24.6509647,26.9456196,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,293,180,0.699999988,986.800110,11.0938950,12.0745163,11.8999996,23.7999992,0.407290578,30.5000000,22.2999992,26.1264362,27.6777058,22.2999992,26.1264362,27.6777058,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,294,181,4.19999981,991.000122,11.0647898,12.0465755,12.6999998,25.3999996,0.362395167,32.2999992,23.5000000,27.6030579,29.2637749,23.5000000,27.6030579,29.2637749,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,295,182,6.59999990,997.600098,11.0358858,12.0188665,5.59999990,11.1999998,0.716605902,32.7000008,15.1999998,23.3528347,26.6473198,15.1999998,23.3528347,26.6473198,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,296,183,0.00000000,997.600098,11.0071878,11.9913931,10.0000000,20.0000000,0.489896774,28.0000000,16.7999992,22.0135727,24.1168804,16.7999992,22.0135727,24.1168804,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,297,184,0.00000000,997.600098,10.9787073,11.9641647,18.1000004,36.2000008,0.693406463E-1,27.1000004,14.0000000,20.0930824,22.5471630,14.0000000,20.0930824,22.5471630,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,298,185,0.00000000,997.600098,10.9504519,11.9371872,11.8999996,23.7999992,0.383248687,28.2999992,12.3000002,19.7359371,22.7259216,12.3000002,19.7359371,22.7259216,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,299,186,0.00000000,997.600098,10.9224281,11.9104662,11.3000002,22.6000004,0.409679830,25.0000000,14.0000000,19.1081047,21.1586685,14.0000000,19.1081047,21.1586685,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,300,187,0.00000000,997.600098,10.8946476,11.8840094,17.1000004,34.2000008,0.995802879E-1,21.3999996,10.3999996,15.5040255,17.5495491,10.3999996,15.5040255,17.5495491,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,301,188,0.00000000,997.600098,10.8671179,11.8578234,13.1000004,26.2000008,0.304733396,21.0000000,9.19999981,14.6708803,16.8597794,9.19999981,14.6708803,16.8597794,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,302,189,0.00000000,997.600098,10.8398485,11.8319159,14.3000002,28.6000004,0.235042751,26.2000008,9.30000019,17.1292324,20.2564831,9.30000019,17.1292324,20.2564831,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,303,190,0.00000000,997.600098,10.8128490,11.8062944,16.5000000,33.0000000,0.110402048,24.7999992,10.0000000,16.8509884,19.5829334,10.0000000,16.8509884,19.5829334,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,304,191,0.00000000,997.600098,10.7861271,11.7809658,10.0000000,20.0000000,0.456618845,19.8999996,8.10000038,13.5580187,15.7308617,8.10000038,13.5580187,15.7308617,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,305,192,0.00000000,997.600098,10.7596931,11.7559366,14.8000002,29.6000004,0.189514816,21.2999992,10.1000004,15.2764845,17.3338108,10.1000004,15.2764845,17.3338108,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,306,193,6.30000019,1003.90009,10.7335577,11.7312145,9.39999962,18.7999992,0.481233418,21.6000004,10.3999996,15.5725060,17.6248302,10.3999996,15.5725060,17.6248302,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,307,194,75.9000015,1079.80005,10.7077274,11.7068071,1.89999998,3.79999995,0.894333243,17.7000008,10.5000000,13.8226500,15.1388054,10.5000000,13.8226500,15.1388054,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,308,195,0.00000000,1079.80005,10.6822157,11.6827221,7.80000019,15.6000004,0.562882662,14.3000002,8.00000000,10.9051237,12.0539789,8.00000000,10.9051237,12.0539789,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,309,196,0.00000000,1079.80005,10.6570301,11.6589670,12.6999998,25.3999996,0.282863736,16.3999996,5.80000019,10.6843271,12.6126804,5.80000019,10.6843271,12.6126804,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,310,197,0.00000000,1079.80005,10.6321802,11.6355495,11.0000000,22.0000000,0.374166429,17.7999992,6.69999981,11.8109293,13.8254232,6.69999981,11.8109293,13.8254232,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,311,198,0.00000000,1079.80005,10.6076775,11.6124763,8.50000000,17.0000000,0.512780190,16.0000000,10.1000004,12.8146257,13.8828545,10.1000004,12.8146257,13.8828545,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,312,199,0.00000000,1079.80005,10.5835304,11.5897570,10.1000004,20.2000008,0.416774094,16.0000000,7.30000019,11.3000221,12.8714914,7.30000019,11.3000221,12.8714914,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,313,200,0.00000000,1079.80005,10.5597506,11.5673971,15.8000002,31.6000004,0.809289217E-1,20.8999996,3.50000000,11.4943075,14.6299038,3.50000000,11.4943075,14.6299038,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,314,201,0.00000000,1079.80005,10.5363464,11.5454063,13.5000000,27.0000000,0.209016144,20.7000008,5.69999981,12.5867643,15.2835999,5.69999981,12.5867643,15.2835999,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,315,202,1.20000005,1081.00000,10.5133305,11.5237904,9.30000019,18.6000004,0.451190412,26.3999996,13.1999998,19.2561169,21.6238823,13.1999998,19.2561169,21.6238823,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,316,203,0.00000000,1081.00000,10.4907112,11.5025597,15.1000004,30.2000008,0.102610052,24.5000000,16.7000008,20.2761459,21.6721039,16.7000008,20.2761459,21.6721039,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,317,204,0.00000000,1081.00000,10.4684982,11.4817200,15.3000002,30.6000004,0.843704343E-1,22.8999996,8.30000019,14.9892626,17.5963421,8.30000019,14.9892626,17.5963421,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,318,205,0.00000000,1081.00000,10.4467039,11.4612808,12.6999998,25.3999996,0.234733701,22.7000008,6.00000000,13.6463013,16.6217480,6.00000000,13.6463013,16.6217480,86.4000015,371.429993,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,319,206,0.400000006,1081.40002,10.4253368,11.4412489,7.90000010,15.8000002,0.520740747,28.2999992,15.6999998,21.4652653,23.7052975,15.6999998,21.4652653,23.7052975,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,320,207,0.00000000,1081.40002,10.4044085,11.4216318,13.1999998,26.3999996,0.193872273,27.0000000,4.69999981,14.8970070,18.8529472,4.69999981,14.8970070,18.8529472,86.4000015,371.600006,0.00000000,0.00000000
